placeholder,wordNumber,tocflLevel,wordSimplified,wordTraditional,wordPinyin,wordType,wordTranslation
,,3,迷人,迷人,mírén ,(VS),charming
,,3,米饭,米飯,mǐfàn ,(N),rice
,,3,米粉,米粉,mĭfěn ,(N),rice flour
,,3,秘/秘密,秘/祕密,mìmì ,(N),secret
,,3,密切,密切,mìqiè ,(VS),close
,,3,免费,免費,miănfèi ,(VS),free
,,3,面,面,miàn ,(M),noodle
,,3,面,面,miàn ,(N),noodle
,,3,面积,面積,miànjī ,(N),area
,,3,面前,面前,miànqián ,(N),before
,,3,面条,麵條,miàntiáo ,(N),noodle
,,3,描写,描寫,miáoxiě ,(VA),description
,,3,秒,秒,miǎo ,(M),second
,,3,庙,廟,miào ,(N),temple
,,3,民国,民國,mínguó ,(N),republic of china
,,3,民族,民族,mínzú ,(N),nationality
,,3,名,名,míng ,(M),name
,,3,名词,名詞,míngcí ,(N),noun
,,3,明白,明白,míngbái ,(VS),clear
,,3,明显,明顯,míngxiăn ,(VS),obvious
,,3,明星,明星,míngxīng ,(N),star
,,3,命,命,mìng ,(N),life
,,3,摸,摸,mō ,(VA),touch
,,3,摩托车/机车,摩托車/機車,mótuōchē/jīchē,(N),motorcycle
,,3,陌生,陌生,mòshēng ,(VS),strangeness
,,3,某,某,mŏu,(Det),certain
,,3,木,木,mù ,(N),wood
,,3,木头,木頭,mùtou,(N),wood
,,3,目的,目的,mùdì ,(N),purpose
,,3,目前,目前,mùqián ,(N),at present
,,3,拿手,拿手,náshŏu ,(VS),good
,,3,哪儿,哪兒,nǎér,(N),where
,,3,哪里,哪裏,nǎlǐ,(N),where
,,3,哪里/哪里儿,哪裏/哪裏兒,nǎlǐ/nǎlǐr,(Adv),where
,,3,哪些,哪些,nǎxiē ,(Det),which
,,3,那,那,nà,(Conj),that
,,3,那里,那裏,nàlǐ,(N),there
,,3,那么,那麼,nàme,(Conj),so
,,3,那样,那樣,nàyàng,(Adv),that way
,,3,那样,那樣,nàyàng,(VS),that way
,,3,哪,哪,na,(P),where
,,3,奶,奶,nǎi ,(N),milk
,,3,奶茶,奶茶,nǎichá ,(N),milk tea
,,3,耐心,耐心,nàixīn ,(N),patience
,,3,南方,南方,nánfāng ,(N),south
,,3,难怪,難怪,nánguài ,(Adv),no wonder
,,3,难看,難看,nánkàn ,(VS),ugly
,,3,脑,腦,năo ,(N),brain
,,3,脑子,腦子,năozi ,(N),brain
,,3,闹钟,鬧鐘,nàozhōng ,(N),alarm clock
,,3,内,內,nèi ,(N),inside
,,3,内容,內容,nèiróng ,(N),content
,,3,能,能,néng ,(VS),able
,,3,能够,能夠,nénggòu ,(Adv),were able
,,3,能力,能力,nénglì ,(N),ability
,,3,年,年,nián ,(N),year
,,3,年代,年代,niándài ,(N),era
,,3,年龄,年齡,niánlíng ,(N),age
,,3,年年,年年,niánnián ,(Adv),year
,,3,念书,念書,niànshū ,(VA),study
,,3,农业,農業,nóngyè  ,(N),agriculture
,,3,女士,女士,nǚshì ,(N),miss
,,3,喔,喔,ō ,(P),oh
,,3,哦,哦,ó ,(P),oh
,,3,噢,噢,òu ,(P),oh
,,3,拍,拍,pāi ,(VA),shoot
,,3,排,排,pái ,(VA),row
,,3,牌子,牌子,páizi ,(N),brand
,,3,盼望,盼望,pànwàng ,(VS),hope
,,3,旁,旁,páng ,(N),beside
,,3,陪,陪,péi ,(VA),accompany
,,3,培养,培養,péiyăng ,(VA),nourish
,,3,配,配,pèi ,(VA),match
,,3,配合,配合,pèihé ,(VA),cooperate
,,3,碰,碰,pèng ,(VA),bump
,,3,碰到,碰到,pèngdào ,(VA),bump into
,,3,碰上,碰上,pèngshàng ,(VA),encounter
,,3,批评,批評,pīpíng ,(VA),criticize
,,3,皮,皮,pí ,(N),skin
,,3,皮带,皮帶,pídài ,(N),belt
,,3,皮肤,皮膚,pífū ,(N),skin
,,3,皮鞋,皮鞋,píxié ,(N),leather shoes
,,3,篇,篇,piān ,(M),articles
,,3,骗子,騙子,piànzi ,(N),fraud
,,3,质量,品質,pĭnzhí ,(N),quality
,,3,坪,坪,píng ,(M),ping
,,3,平,平,píng ,(VS),flat
,,3,平安,平安,píngān ,(VS),safety
,,3,平等,平等,píngděng ,(VS),equality
,,3,平时,平時,píngshí ,(N),usually
,,3,平原,平原,píngyuán ,(N),plain
,,3,瓶子,瓶子,píngzi,(N),bottle
,,3,破,破,pò,(VS),break
,,3,破坏,破壞,pòhuài ,(VA),destroy
,,3,葡萄,葡萄,pútáo ,(N),grape
,,3,普遍,普遍,pŭbiàn ,(VS),universal
,,3,欺负,欺負,qīfù ,(VA),bully
,,3,其次,其次,qícì ,(Conj),second
,,3,其实,其實,qíshí ,(Adv),actually
,,3,其中,其中,qízhōng ,(Det),in
,,3,期,期,qí,(M),expect
,,3,期间,期間,qíjiān ,(N),period
,,3,起,起,qĭ,(N),rise
,,3,起,起,qĭ,(VA),rise
,,3,起,起,qĭ,N/A,rise
,,3,起来,起來,qĭlái ,N/A,stand up
,,3,气,氣,qì ,(N),gas
,,3,气,氣,qì ,(VS),gas
,,3,气温,氣溫,qìwēn ,(N),temperature
,,3,汽水,汽水,qìshuǐ,(N),soda
,,3,企业,企業,qìyè ,(N),enterprise
,,3,签名,簽名,qiānmíng ,(VA),sign
,,3,签证,簽證,qiānzhèng ,(N),visa
,,3,谦虚,謙虛,qiānxū ,(VS),modesty
,,3,前,前,qián ,(Det),forward
,,3,前,前,qián ,(N),forward
,,3,前年,前年,qiánnián ,(N),previous year
,,3,浅,淺,qiǎn ,(VS),shallow
,,3,强盗,強盜,qiángdào ,(N),robber
,,3,强调,強調,qiángdiào ,(VA),emphasize
,,3,抢,搶,qiǎng ,(VA),rob
,,3,亲,親,qīn,(VA),parent
,,3,亲切,親切,qīnqiè,(VS),kind
,,3,亲手,親手,qīnshŏu  ,(Adv),personally
,,3,亲眼,親眼,qīnyăn ,(Adv),self -evident
,,3,亲自,親自,qīnzì ,(Adv),personally
,,3,清,清,qīng ,(VS),clear
,,3,青年,青年,qīngnián ,(N),youth
,,3,青少年,青少年,qīngshàonián  ,(N),teenager
,,3,轻松,輕鬆,qīngsōng  ,(VS),easy
,,3,晴,晴,qíng ,(VS),clear
,,3,情,情,qíng ,(N),affection
,,3,情人,情人,qíngrén  ,(N),lover
,,3,情况,情況,qíngkuàng ,(N),condition
,,3,情形,情形,qíngxíng ,(N),situation
,,3,请教,請教,qĭngjiào ,(VA),consult
,,3,请求,請求,qĭngqiú ,(VA),ask
,,3,穷,窮,qióng ,(VS),poverty
,,3,求,求,qiú ,(VA),beg
,,3,球,球,qiú,(N),ball
,,3,球场,球場,qiúchăng ,(N),court
,,3,球赛,球賽,qiúsài ,(N),match
,,3,球员,球員,qiúyuán ,(N),player
,,3,取代,取代,qŭdài ,(VA),replace
,,3,去,去,qù ,(Adv),go
,,3,去,去,qù ,(P),go
,,3,去世,去世,qùshì ,(VS),die
,,3,全,全,quán ,(Det),complete
,,3,全球,全球,quánqiú ,(N),worldwide
,,3,全身,全身,quánshēn ,(N),whole body
,,3,缺点,缺點,quēdiăn ,(N),shortcoming
,,3,却,卻,què ,(Adv),but
,,3,确定,確定,quèdìng ,(VS),sure
,,3,确认,確認,quèrèn ,(VA),confirmation
,,3,让,讓,ràng,(VS),let
,,3,热狗,熱狗,règŏu,(N),hot dog
,,3,热水,熱水,rèshuǐ ,(N),hot water
,,3,人家,人家,rénjiā ,(N),family
,,3,人间,人間,rénjiān ,(N),human
,,3,人口,人口,rénkǒu ,(N),population
,,3,人类,人類,rénlèi ,(N),humanity
,,3,人们,人們,rénmen ,(N),people
,,3,人民,人民,rénmín ,(N),people
,,3,人人,人人,rénrén ,(N),everyone
,,3,人数,人數,rénshù ,(N),number of people
,,3,人物,人物,rénwù ,(N),figure
,,3,忍,忍,rěn ,(VS),tolerate
,,3,忍耐,忍耐,rěnnài ,(VS),endure
,,3,认,認,rèn ,(VA),recognize
,,3,认得,認得,rèndé ,(VS),recognize
,,3,任务,任務,rènwù ,(N),task
,,3,扔,扔,rēng ,(VA),throw
,,3,仍,仍,réng ,(Adv),still
,,3,仍然,仍然,réngrán ,(Adv),still
,,3,日出,日出,rìchū ,(VA),sunrise
,,3,日记,日記,rìjì ,(N),diary
,,3,日子,日子,rìzi,(N),day
,,3,如,如,rú ,(Conj),like
,,3,如此,如此,rúcǐ ,(VS),in this way
,,3,如下,如下,rúxià ,(VS),as follows
,,3,如意,如意,rúyì ,(VS),as one wishes
,,3,弱,弱,ruò ,(VS),weak
,,3,伞,傘,sǎn,(N),umbrella
,,3,杀,殺,shā ,(VA),kill
,,3,晒,曬,shài ,(VA),show
,,3,山区,山區,shānqū ,(N),mountainous area
,,3,伤害,傷害,shānghài ,(VA),harm
,,3,商品,商品,shāngpĭn ,(N),merchandise
,,3,商人,商人,shāngrén ,(N),merchant
,,3,商业,商業,shāngyè ,(N),business
,,3,上,上,shàng ,(Det),superior
,,3,上,上,shàng ,(N),superior
,,3,上当,上當,shàngdàng ,(VS),be fooled
,,3,上帝,上帝,shàngdì ,(N),god
,,3,上街,上街,shàngjiē ,(VA),on the street
,,3,上衣,上衣,shàngyī ,(N),jacket
,,3,烧,燒,shāo ,(VA),burn
,,3,少,少,shǎo ,(Adv),few
,,3,蛇,蛇,shé ,(N),snake
,,3,设备,設備,shèbèi ,(N),equipment
,,3,设计,設計,shèjì ,(N),design
,,3,设计,設計,shèjì ,(VA),design
,,3,深,深,shēn ,(VS),deep
,,3,深入,深入,shēnrù ,(VS),deepen
,,3,身边,身邊,shēnbiān ,(N),beside
,,3,身高,身高,shēngāo ,(N),height
,,3,身上,身上,shēnshàng ,(N),on the body
,,3,甚至,甚至,shènzhì ,(Adv),even
,,3,甚至,甚至,shènzhì ,(Conj),even
,,3,升,升,shēng ,(VA),lift
,,3,声,聲,shēng ,(M),voice
,,3,声调,聲調,shēngdiào ,(N),tone
,,3,生,生,shēng ,(VA),born
,,3,生产,生產,shēngchăn ,(VA),production
,,3,生动,生動,shēngdòng ,(VS),vivid
,,3,生活,生活,shēnghuó,(VA),life
,,3,生命,生命,shēngmìng ,(N),life
,,3,生意,生意,shēngyì ,(N),business
,,3,生字,生字,shēngzì ,(N),biological word
,,3,省,省,shěng ,(VS),province
,,3,省钱,省錢,shěngqián ,(VS),save money
,,3,剩,剩,shèng ,(VS),leftover
,,3,剩下,剩下,shèngxià ,(VS),remain
,,3,湿,濕,shī ,(VS),wet
,,3,失恋,失戀,shīliàn ,(VS),fall in love
,,3,失去,失去,shīqù ,(VS),lose
,,3,狮子,獅子,shīzi ,(N),lion
,,3,十分,十分,shífēn ,(Adv),very
,,3,石头,石頭,shítou,(N),stone
,,3,石油,石油,shíyóu ,(N),oil
,,3,时,時,shí ,(N),hour
,,3,时代,時代,shídài ,(N),era
,,3,时刻,時刻,shíkè ,(N),time
,,3,实话,實話,shíhuà ,(N),truth
,,3,实际,實際,shíjì ,(VS),actual
,,3,实力,實力,shílì ,(N),strength
,,3,实行,實行,shíxíng ,(VA),implement
,,3,实在,實在,shízài ,(VS),really
,,3,使得,使得,shĭde ,(VS),make
,,3,使用,使用,shǐyòng ,(VA),use
,,3,事实,事實,shìshí ,(N),fact
,,3,事业,事業,shìyè ,(N),business
,,3,适应,適應,shìyìng ,(VS),adapt
,,3,市长,市長,shìzhăng ,(N),mayor
,,3,收获,收穫,shōuhuò ,(N),reward
,,3,收音机,收音機,shōuyīnjī ,(N),radio
,,3,熟,熟,shóu ,(VS),cooked
,,3,首,首,shǒu,(M),head
,,3,手套,手套,shŏutào,(N),gloves
,,3,手续,手續,shŏuxù  ,(N),formalities
,,3,受得了,受得了,shòudeliăo  ,(VS),suffer
,,3,书包,書包,shūbāo,(N),bag
,,3,书架,書架,shūjià ,(N),bookshelf
,,3,蔬菜,蔬菜,shūcài ,(N),vegetable
,,3,舒适,舒適,shūshì ,(VS),comfortable
,,3,叔叔,叔叔,shúshu,(N),uncle
,,3,熟悉,熟悉,shúxī ,(VS),familiar
,,3,数,數,shŭ,(VA),number
,,3,数字,數字,shùzì ,(N),number
,,3,树木,樹木,shùmù ,(N),trees
,,3,刷牙,刷牙,shuāyá,(VA),brush teeth
,,3,帅,帥,shuài ,(VS),handsome
,,3,双,雙,shuāng ,(VS),pair
,,3,水饺,水餃,shuǐjiǎo ,(N),dumplings
,,3,水平,水平,shuĭpíng ,(N),level
,,3,水准,水準,shuĭzhŭn ,(N),level
,,3,睡着,睡著,shuìzháo ,(VS),sleep
,,3,顺便,順便,shùnbiàn ,(Adv),by the way
,,3,顺利,順利,shùnlì ,(VS),smoothly
,,3,说法,說法,shuōfă ,(N),statement
,,3,说明,說明,shuōmíng ,(N),illustrate
,,3,说明,說明,shuōmíng ,(VA),illustrate
,,3,说起来,說起來,shuōqĭlái ,(Adv),show up
,,3,思考,思考,sīkăo ,(VA),think
,,3,思想,思想,sīxiăng ,(N),thought
,,3,似乎,似乎,sìhū ,(Adv),seem
,,3,寺庙,寺廟,sìmiào ,(N),temple
,,3,速度,速度,sùdù ,(N),speed
,,3,算了,算了,suànle ,(VS),never mind
,,3,随便,隨便,suíbiàn,(VS),casual
,,3,随时,隨時,suíshí ,(Adv),at any time
,,3,所,所,suǒ ,(M),place
,,3,所,所,suŏ ,(Adv),place
,,3,所谓,所謂,suŏwèi  ,(VS),so -called
,,3,它,它,tā ,(N),it
,,3,它们,它們,tāmen ,(N),they
,,3,台,台,tái ,(M),tower
,,3,抬,抬,tái ,(VA),lift
,,3,台风,颱風,táifēng ,(N),typhoon
,,3,态度,態度,tàidù ,(N),manner
,,3,谈话,談話,tánhuà ,(VA),conversation
,,3,堂,堂,táng ,(M),church
,,3,堂,堂,táng,(N),church
,,3,讨厌,討厭,tǎoyàn,(VS),hate
,,3,套,套,tào ,(M),set
,,3,特地,特地,tèdì ,(Adv),specially
,,3,特色,特色,tèsè ,(N),feature
,,3,特殊,特殊,tèshū ,(VS),special
,,3,提,提,tí,(VA),carry
,,3,提到,提到,tídào ,(VA),mention
,,3,提高,提高,tígāo ,(VA),improve
,,3,提供,提供,tígōng ,(VA),supply
,,3,题材,題材,tícái ,(N),theme
,,3,题目,題目,tímù ,(N),topic
,,3,体会,體會,tĭhuì ,(VS),experience
,,3,体力,體力,tĭlì ,(N),physical strength
,,3,体贴,體貼,tĭtiē ,(VS),considerate
,,3,体重,體重,tĭzhòng ,(N),weight
,,3,替,替,tì ,(Prep),for
,,3,天堂,天堂,tiāntáng ,(N),heaven
,,3,天天,天天,tiāntiān,(Adv),day by day
,,3,天下,天下,tiānxià ,(N),world
,,3,田,田,tián ,(N),field
,,3,填,填,tián ,(VA),fill
,,3,甜点,甜點,tiándiăn ,(N),dessert
,,3,条件,條件,tiáojiàn ,(N),condition
,,3,挑战,挑戰,tiăozhàn ,(VA),challenge
,,3,贴,貼,tiē ,(VA),stick
,,3,铁,鐵,tiě ,(N),iron
,,3,铁路,鐵路,tiělù ,(N),railway
,,3,听见,聽見,tīngjiàn ,(VA),hear
,,3,听力,聽力,tīnglì ,(N),hearing
,,3,听起来,聽起來,tīngqĭlái ,(Adv),sound
,,3,听众,聽眾,tīngzhòng ,(N),audience
,,3,挺,挺,tĭng ,(Adv),quite
,,3,通,通,tōng ,(VS),pass
,,3,通过,通過,tōngguò ,(VA),pass
,,3,通知,通知,tōngzhī,(N),notify
,,3,同,同,tóng ,(Det),same
,,3,同,同,tóng ,(Prep),same
,,3,同情,同情,tóngqíng  ,(VS),pity
,,3,同时,同時,tóngshí ,(N),at the same time
,,3,同样,同樣,tóngyàng ,(Adv),same
,,3,同样,同樣,tóngyàng ,(VS),same
,,3,痛苦,痛苦,tòngkǔ ,(VS),pain
,,3,投,投,tóu ,(VA),cast
,,3,投资,投資,tóuzī  ,(VA),invest
,,3,头,頭,tóu ,(Det),head
,,3,头痛,頭痛,tóutòng  ,(VS),headache
,,3,图,圖,tú ,(N),picture
,,3,突然,突然,túrán  ,(Adv),sudden
,,3,土,土,tǔ ,(N),soil
,,3,土地,土地,tǔdì ,(N),land
,,3,兔子,兔子,tùzi ,(N),rabbit
,,3,团体,團體,tuántǐ ,(N),group
,,3,团圆,團圓,tuányuán ,(VS),reunion
,,3,推,推,tuī,(VA),push
,,3,推荐,推薦,tuījiàn ,(VA),recommend
,,3,推销,推銷,tuīxiāo ,(VA),sell
,,3,退步,退步,tuìbù ,(VS),retreat
,,3,退休,退休,tuìxiū ,(VS),retire
,,3,脱,脫,tuō ,(VA),take off
,,3,娃娃,娃娃,wáwa ,(N),doll
,,3,外边,外邊,wàibiān ,(N),outside
,,3,外公,外公,wàigōng ,(N),grandfather
,,3,外婆,外婆,wàipó ,(N),grandmother
,,3,外文,外文,wàiwén ,(N),foreign language
,,3,外语,外語,wàiyǔ ,(N),foreign language
,,3,完成,完成,wánchéng ,(VA),finish
,,3,完全,完全,wánquán ,(Adv),completely
,,3,玩具,玩具,wánjù ,(N),toy
,,3,晚,晚,wǎn ,(VS),night
,,3,万一,萬一,wànyī ,(Conj),just in case
,,3,网,網,wăng ,(N),net
,,3,网路,網路,wănglù ,(N),network
,,3,往往,往往,wăngwăng  ,(Adv),often
,,3,忘记,忘記,wàngjì ,(VS),forget
,,3,维持,維持,wéichí ,(VS),maintain
,,3,微笑,微笑,wéixiào ,(VA),smile
,,3,为主,為主,wéizhŭ ,(VS),dominate
,,3,伟大,偉大,wěidà ,(VS),great
,,3,为,為,wèi ,(Prep),for
,,3,未来,未來,wèilái ,(N),future
,,3,位置,位置,wèizhì ,(N),location
,,3,位子,位子,wèizi ,(N),seat
,,3,温柔,溫柔,wēnróu ,(VS),gentle
,,3,文档,文件,wénjiàn ,(N),document
,,3,文学,文學,wénxué ,(N),literature
,,3,文本,文字,wénzì ,(N),letter
,,3,闻,聞,wén ,(VA),smell
,,3,稳定,穩定,wěndìng ,(VS),stablize
,,3,问好,問好,wènhăo ,(VA),say hello
,,3,问候,問候,wènhòu ,(VA),greeting
,,3,握手,握手,wòshǒu ,(VA),handshake
,,3,屋子,屋子,wūzi ,(N),room
,,3,无,無,wú ,(VS),none
,,3,无法,無法,wúfă ,(Adv),unable to
,,3,无论如何,無論如何,wúlùnrúhé ,(Conj),anyway
,,3,无穷,無窮,wúqióng ,(VS),endless
,,3,无所谓,無所謂,wúsuŏwèi ,(VS),indifferent
,,3,误会,誤會,wùhuì ,(N),misunderstand
,,3,物价,物價,wùjià ,(N),price
,,3,西北,西北,xīběi ,(N),northwest
,,3,西餐,西餐,xīcān ,(N),western food
,,3,西方,西方,xīfāng ,(N),the west
,,3,西南,西南,xīnán ,(N),southwest
,,3,吸毒,吸毒,xīdú ,(VA),drug
,,3,吸收,吸收,xīshōu ,(VA),absorb
,,3,吸引,吸引,xīyĭn ,(VS),attract
,,3,牺牲,犧牲,xīshēng ,(VS),sacrifice
,,3,希望,希望,xīwàng ,(N),hope
,,3,喜爱,喜愛,xĭài ,(VS),favorite
,,3,细,細,xì ,(VS),thin
,,3,细心,細心,xìxīn  ,(VS),careful
,,3,戏,戲,xì ,(N),play
,,3,戏剧,戲劇,xìjù ,(N),drama
,,3,系统,系統,xìtŏng  ,(N),system
,,3,下,下,xià ,(Det),down
,,3,下,下,xià ,(M),down
,,3,下,下,xià ,(N),down
,,3,下,下,xià ,(VA),down
,,3,下来,下來,xiàlai,N/A,down
,,3,吓,嚇,xià ,(VS),scare
,,3,吓一跳,嚇一跳,xiàyítiào  ,(VS),scare
,,3,线,線,xiàn ,(N),wire
,,3,现代,現代,xiàndài ,(N),modern
,,3,现代,現代,xiàndài ,(VS),modern
,,3,现实,現實,xiànshí ,(N),reality
,,3,现实,現實,xiànshí ,(VS),reality
,,3,现象,現象,xiànxiàng ,(N),phenomenon
,,3,限制,限制,xiànzhì ,(N),limit
,,3,相当,相當,xiāngdāng ,(Adv),quite
,,3,相对,相對,xiāngduì ,(VS),relatively
,,3,相反,相反,xiāngfăn ,(VS),on the contrary
,,3,相关,相關,xiāngguān ,(VS),related
,,3,相同,相同,xiāngtóng ,(VS),same
,,3,箱子,箱子,xiāngzi,(N),box
,,3,香水,香水,xiāngshuĭ,(N),perfume
,,3,详细,詳細,xiángxì ,(VS),detailed
,,3,响,響,xiǎng ,(VS),ring
,,3,想到,想到,xiăngdào ,(VA),think
,,3,想法,想法,xiǎngfǎ ,(N),idea
,,3,想像,想像,xiăngxiàng ,(N),imagine
,,3,想像,想像,xiăngxiàng ,(VS),imagine
,,3,项,項,xiàng ,(M),item
,,3,相机,相機,xiàngjī ,(N),camera
,,3,相声,相聲,xiàngshēng ,(N),crosstalk
,,3,小吃,小吃,xiăochī ,(N),snack
,,3,小朋友,小朋友,xiǎopéngyǒu ,(N),kid
,,3,小组,小組,xiăozŭ ,(N),group
,,3,效果,效果,xiàoguŏ,(N),effect
,,3,笑话,笑話,xiàohuà,(N),joke
,,3,孝顺,孝順,xiàoshùn ,(VS),filial piety
,,3,些,些,xiē ,(Adv),some
,,3,些,些,xiē ,(M),some
,,3,协助,協助,xiézhù ,(VA),assist
,,3,血,血,xiě ,(N),blood
,,3,谢,謝,xiè ,(VS),thanks
,,3,心得,心得,xīndé ,(N),experience
,,3,心理,心理,xīnlĭ ,(N),psychology
,,3,心意,心意,xīnyì ,(N),mind
,,3,欣赏,欣賞,xīnshăng ,(VS),appreciate
,,3,新生,新生,xīnshēng ,(N),newborn
,,3,信,信,xìn ,(VS),letter
,,3,信箱,信箱,xìnxiāng ,(N),mailbox
,,3,信心,信心,xìnxīn ,(N),confidence
,,3,兴奋,興奮,xīngfèn ,(VS),excited
,,3,行,行,xíng,(VS),ok
,,3,行动,行動,xíngdòng ,(N),action
,,3,行为,行為,xíngwéi ,(N),behavior
,,3,形容,形容,xíngróng ,(VA),describe
,,3,醒,醒,xĭng ,(VA),awake
,,3,醒来,醒來,xĭnglái ,(VS),wake up
,,3,姓,姓,xìng ,(N),surname
,,3,性别,性別,xìngbié ,(N),gender
,,3,性格,性格,xìnggé ,(N),character
,,3,幸好,幸好,xìnghăo ,(Adv),fortunately
,,3,幸亏,幸虧,xìngkuī ,(Adv),fortunately
,,3,幸运,幸運,xìngyùn ,(VS),lucky
,,3,凶,兇,xiōng ,(VS),fierce
,,3,兄弟,兄弟,xiōngdì ,(N),brother
,,3,熊猫,熊貓,xióngmāo ,(N),panda
,,3,修,修,xiū ,(VA),build
,,3,修改,修改,xiūgăi ,(VA),revise
,,3,修理,修理,xiūlĭ  ,(VA),repair
,,3,需求,需求,xūqiú  ,(N),need
,,3,需要,需要,xūyào ,(N),need
,,3,选,選,xuǎn ,(VA),select
,,3,选举,選舉,xuănjŭ ,(N),election
,,3,选择,選擇,xuǎnzé ,(N),choose
,,3,选择,選擇,xuǎnzé ,(VA),choose
,,3,学会,學會,xuéhuì ,(VA),learn
,,3,学问,學問,xuéwèn ,(N),knowledge
,,3,寻找,尋找,xúnzhăo ,(VA),look for
,,3,训练,訓練,xùnliàn ,(VA),train
,,3,呀,呀,yā ,(P),ah
,,3,鸭(子),鴨(子),yā(zi) ,(N),duck
,,3,押金,押金,yājīn ,(N),deposit
,,3,牙,牙,yá ,(N),tooth
,,3,牙齿,牙齒,yáchǐ ,(N),teeth
,,3,烟花,煙火,yānhuŏ ,(N),firework
,,3,研究,研究,yánjiù ,(N),research
,,3,研究,研究,yánjiù ,(VA),research
,,3,严重,嚴重,yánzhòng ,(VS),serious
,,3,演,演,yăn ,(VA),play
,,3,演出,演出,yănchū ,(VA),show
,,3,演讲,演講,yănjiăng ,(VA),speech
,,3,演员,演員,yănyuán ,(N),actor
,,3,眼光,眼光,yănguāng ,(N),vision
,,3,眼泪,眼淚,yănlèi ,(N),tears
,,3,阳光,陽光,yángguāng ,(N),sunlight
,,3,养,養,yăng ,(VA),keep
,,3,样,樣,yàng ,(M),sample
,,3,样样,樣樣,yàngyàng ,(Det),sample
,,3,邀请,邀請,yāoqĭng ,(VA),invite
,,3,要求,要求,yāoqiú ,(N),require
,,3,要求,要求,yāoqiú ,(VA),require
,,3,咬,咬,yăo ,(VA),bite
,,3,要,要,yào ,(Adv),want
,,3,要不然,要不然,yàobùrán ,(Conj),otherwise
,,3,要不是,要不是,yàobúshì ,(Conj),if not
,,3,要紧,要緊,yàojǐn ,(VS),important
,,3,野餐,野餐,yěcān ,(VA),picnic
,,3,也好,也好,yěhăo ,(P),good
,,3,页,頁,yè ,(M),page
,,3,夜里/里,夜裡/裏,yèlǐ/lǐ ,(N),night
,,3,夜市,夜市,yèshì ,(N),night market
,,3,一下子/一下子儿,一下子/一下子兒,yīxiàzi/yīxiàzir,(N),suddenly
,,3,衣柜,衣櫃,yīguì ,(N),wardrobe
,,3,依靠,依靠,yīkào ,(VA),rely on
,,3,一块/一块儿,一塊/一塊兒,yíkuài/yíkuàir,(Adv),one piece
,,3,一切,一切,yíqiè,(Det),everything
,,3,一向,一向,yíxiàng ,(Adv),always
,,3,一样,一樣,yíyàng ,(N),same
,,3,已,已,yĭ ,(Adv),already
,,3,以,以,yĭ ,(Prep),by
,,3,以后,以後,yĭhòu,(N),after
,,3,以来,以來,yĭlái ,(N),since
,,3,以免,以免,yĭmiăn ,(Conj),so as not to
,,3,以内,以內,yĭnèi ,(N),inside
,,3,以前,以前,yĭqián,(N),before
,,3,以上,以上,yĭshàng ,(N),that's all
,,3,以上,以上,yĭshàng ,(N),that's all
,,3,以外,以外,yĭwài ,(N),apart from
,,3,以为,以為,yǐwéi ,(VA),think
,,3,以下,以下,yĭxià ,(N),the following
,,3,以下,以下,yĭxià ,(N),the following
,,3,一般来说,一般來說,yìbānláishuō ,(Conj),generally speaking
,,3,一点/一点儿,一點/一點兒,yìdiǎn/yìdiǎnr,(Adv),a little/a little bit
,,3,一方面,一方面,yìfāngmiàn ,(Conj),on the one hand
,,3,一连,一連,yìlián ,(Adv),series
,,3,一生,一生,yìshēng ,(N),lifetime
,,3,一时,一時,yìshí ,(N),time
,,3,一同,一同,yìtóng ,(Adv),together
,,3,意见,意見,yìjiàn ,(N),opinion
,,3,意外,意外,yìwài ,(N),accident
,,3,意义,意義,yìyì ,(N),significance
,,3,阴,陰,yīn ,(VS),negative
,,3,因此,因此,yīncǐ ,(Conj),therefore
,,3,音响,音響,yīnxiăng ,(N),audio
,,3,引起,引起,yĭnqĭ,(VA),cause
,,3,应,應,yīng ,(Adv),answer
,,3,应该,應該,yīnggāi ,(VS),should
,,3,英俊,英俊,yīngjùn ,(VS),hansome
,,3,营养,營養,yíngyăng ,(N),nutrition
,,3,视频,影片,yĭngpiàn ,(N),film
,,3,拥有,擁有,yŏngyŏu ,(VS),have
,,3,用,用,yòng,(Prep),use
,,3,用法,用法,yòngfă ,(N),usage
,,3,用功,用功,yònggōng ,(VS),work hard
,,3,用品,用品,yòngpĭn ,(N),supplies
,,3,优点,優點,yōudiăn ,(N),advantage
,,3,优秀,優秀,yōuxiù ,(VS),excellent
,,3,幽默,幽默,yōumò ,(VS),humor
,,3,邮票,郵票,yóupiào,(N),stamp
,,3,尤其,尤其,yóuqí ,(Adv),especially
,,3,游客,遊客,yóukè ,(N),tourist
,,3,游泳池,游泳池,yóuyŏngchí,(N),swimming pool
,,3,由于,由於,yóuyú ,(Conj),because
,,3,有(一)点/有(一)点儿,有(一)點/有(一)點兒,yǒu(yì)diăn/yǒu(yì)diănr,(Adv),a little bit
,,3,有的,有的,yǒude ,(Det),some
,,3,有名,有名,yǒumíng ,(VS),famous
,,3,有钱,有錢,yǒuqián ,(VS),rich
,,3,有效,有效,yŏuxiào ,(VS),efficient
,,3,有意思,有意思,yǒuyìsi,(VS),interesting
,,3,友谊,友誼,yŏuyí ,(N),friendship
,,3,于是,於是,yúshì ,(Conj),then
,,3,与,與,yǔ ,(Conj),and
